Nom,Marque,Nutriscore,Category_Label,Energie,Sucre,Gras,Saturés,Sel,Fibres,Protéines,Fruits et Légumes
Blackcurrant Squash,Ribena,D,Jus de Fruits,18.0,4.2,0.0,0.0,0.06,0.0,0.0,32.1
Innocent Smooth Orange Juice,Innocent,D,Jus de Fruits,35.0,7.8,0.5,0.1,0.01,0.7,0.7,0.0
Branston Original Pickle,Branston,D,Légumes,133.0,33.3,0.0,0.0,0.883,2.0,0.0,53.229341394761
Cuor di cereale cioccolato,Gullón,D,Biscuits,438.0,22.0,15.0,0.5,0.1255,1.3,7.8,0.0
NECTAR Pêche,Valencia,D,Jus de Fruits,45.0,8.9,0.0,0.0,0.0,0.0,0.3,58.3333333333333
Double Concentrate Apple & Blackcurrant Squash No Added Sugar,Robinsons,D,Jus de Fruits,18.0,2.4000000953674,0.0,0.0,0.25,0.0,0.0,20.0
Jutos,Jaouda,D,Jus de Fruits,42.2,8.0,0.0,0.0,0.05,0.0,0.0,21.0
Crunchy,Bjorg,D,Biscuits,478.0,23.0,20.0,6.3,0.43,6.0,7.5,0.0
Chocolat noir,SCHOLETTA,D,Chocolats,582.0,15.0,47.0,29.0,0.03,15.0,11.0,0.0
Chocolate negro,Nestlé,D,Chocolats,493.0,22.1,37.2,22.3,0.00833,9.08,7.5,0.0
Chocolat noir 98 % Équateur,Éthiquable,D,Chocolats,620.0,1.0,54.0,32.0,0.0,14.0,14.0,0.0
Milk Hazelnut,Lindt,D,Chocolats,576.0,0.0,37.2,18.0,0.23,3.2,7.2,0.0
Dunkle Schweizer Schokolade mit Chili-Extrakt,"Lindt & Sprüngli,Lindt",D,Chocolats,542.0,4.0,33.0,20.0,0.0875,0.0,6.0,1.33928571428572
Chocolate 85% Cacao 0% Azúcares Añadidos,Valor,D,Chocolats,568.0,0.5,49.0,31.0,0.12,0.0,11.0,0.0
Chocolat Noir 95% Togo,Alter Eco,D,Chocolats,648.0,3.9,60.0,36.0,0.0,14.0,8.9,0.0
Nicaragua grand cru waslala 75%,Ethiquable,D,Chocolats,593.0,24.0,45.0,27.0,0.0,9.7,9.5,0.0
Noir Dégustation 74% cacao,"Bio Village, Marque Repère",D,Chocolats,560.0,27.0,40.0,25.0,0.1,12.0,10.0,0.0
Choco Tablet Zero sin Azúcares,Gullón,D,Chocolats,451.0,1.3,24.0,16.0,0.35,6.3,6.6,0.0
Tablette dégustation chocolat noir 85% - 100g,"Ivoria, Les creations",D,Chocolats,607.0,13.0,49.0,30.0,0.0,14.0,11.0,0.0
Noir 85%,Biocoop,D,Chocolats,594.0,14.0,49.0,31.0,0.1,19.0,9.4,0.0
Tableta chocolate negro 85%,Carrefour BIO,D,Chocolats,631.0,15.0,55.0,34.0,0.01,12.0,9.1,0.0
Chocolat noir 74% Côte d'Ivoire,Ethiquable,D,Chocolats,592.0,24.0,46.0,28.0,0.14,15.0,8.2,0.0
Chocolate 95%,Trapa,D,Chocolats,580.0,6.3,52.0,33.0,0.08,0.0,11.0,0.0
Cadbury DAIRY MILK Cadbury DAIRY MILK THE CLASSIC,Suchard,D,Chocolats,607.0,14.0,50.0,30.0,0.13,13.0,10.0,0.0
Chocolate negro 85%,HACENDADO,D,Chocolats,576.0,15.0,46.0,28.0,0.0,15.0,12.0,0.0
Chocolat Côte d'Ivoire grand crû M'Brimbo,Éthiquable,D,Chocolats,626.0,11.0,53.0,32.0,0.1,11.0,11.0,0.0
Ugandan dark chocolate,Asda,D,Chocolats,615.0,15.0,50.0,30.0,0.05,12.0,10.0,0.0
Chocolat noir dégustation 85% cacao bio,"Bio Village,Marque Repère",D,Chocolats,639.0,16.0,55.0,34.0,0.0,17.0,9.0,0.0
Choco Tablet Zero sin Azúcares,Gullón,D,Biscuits,451.0,1.3,24.0,16.0,0.35,6.3,6.6,0.0
Organic Chocolate Stars,Freee,D,Céréales,405.0,24.0,4.5,2.5,0.29,3.5,6.6,0.0
Ugandan dark chocolate,"Sainsburys,Sainsbury's",D,Chocolats,648.0,10.4,56.3,34.1,0.04,10.7,9.1,0.0
Muesli Crunchy Chocolate,Hacendado,D,Céréales,434.0,24.0,16.0,4.5,0.43,6.0,8.4,0.0
Chocolate Extrafino 80% NOIR 0% azúcares añadidos,trapa,D,Chocolats,514.0,1.1,43.0,27.0,0.06,0.0,10.0,0.0
Tentation,Aiguebelle,D,Chocolats,541.0,0.2,45.5,27.3,0.01,0.0,7.0,0.0
Chocolate negro 0% azúcares añadidos 85% cacao,Hacendado,D,Chocolats,571.0,1.0,49.0,30.0,0.0,13.0,11.0,0.0
Intense Dark Chocolate 85% Cocoa Solids,Marks & Spencer,D,Chocolats,632.0,17.2,52.6,32.0,0.0,10.2,9.1,0.0
Chocolat noir 85% cacao,"Marque Repère, Equador",D,Chocolats,561.0,16.0,43.0,28.0,0.0,17.0,11.0,0.0
Jus joker multifruit,Boss,D,Jus de Fruits,47.0,10.0,0.0,0.0,0.0,0.0,0.0,45.8333333333334
90% cacao noir,Carrefour,D,Chocolats,622.0,9.7,54.0,34.0,0.03,13.0,12.0,0.0
Chocolat noir et caramel Côte d'ivoire 78%,Ethiquable,D,Chocolats,603.0,18.0,49.0,29.0,0.15,17.0,9.0,0.0
Céréales Frosties,Kellogg's,D,Céréales,375.0,37.0,0.6,0.1,0.83,2.0,4.5,0.0
Rough Oatcakes,"Sainsbury's, By sainsbury's",D,Biscuits,454.0,0.5,19.2,4.1,1.42,10.0,9.8,0.0
Super Smoothie Antioxydant,Innocent,D,Jus de Fruits,54.0,11.0,0.5,0.1,0.1,1.1,0.5,100.341666666667
BelVita - Petit déjeuner Tartiné,LU,D,Biscuits,458.0,25.9,16.3,3.01,0.482,4.82,7.23,6.75515625
Jutos,Jaouda تبارك وتعالى,D,Jus de Fruits,45.0,10.7,0.0,0.0,0.5,6111242106933.0,0.0,22.9166666666667
Frutas Mezcladas,Rostoy,D,Jus de Fruits,53.0,12.8,0.0,0.0,0.01,0.0,0.3,0.0
Galletas María Dorada,Hacendado,D,Biscuits,443.0,20.0,14.0,1.4,0.9825,2.2,7.0,0.0
Mélanges de fruits,Rostoy Selección,D,Jus de Fruits,53.0,12.8,0.0,0.0,0.01,0.0,0.3,99.2897727272727
Digestive fibra 23%,Hacendado,D,Biscuits,416.0,19.0,18.0,1.8,1.1,23.0,5.0,0.0
Simon life,Don Simón,D,Jus de Fruits,20.0,4.8,0.1,0.0,0.03,0.0,0.0,2.4
Flakes fruit & fibre,Crownfield,D,Céréales,372.0,26.0,3.75,2.25,0.712,10.5,7.5,32.5736111111111
Biscuit saveur vanille citron,"Gerlinéa, Ma Pause Gerlinéa",D,Biscuits,449.0,18.0,14.0,1.2,0.32,3.4,21.0,21.0989583333333
Macine mb 350g int. eu,"Barilla,Mulino Bianco",D,Biscuits,482.0,19.0,20.0,3.9,0.83,2.8,6.0,0.0
Waitrose Belgian Dark Chocolate 72%,Waitrose,D,Chocolats,547.0,24.4,39.1,22.8,0.02,16.1,10.6,0.0
Digestive Classic,gullón,D,Biscuits,464.0,17.0,17.0,2.0,1.6,3.0,6.0,0.0
République Dominicaine 80%,Alter Eco,D,Chocolats,622.0,19.0,51.0,31.0,0.01,11.0,7.3,0.0
Tablette BIO dégustation - Chocolat noir Pérou 85% - 100g,Ivoria,D,Chocolats,637.0,13.0,55.0,33.0,0.0,13.0,10.0,0.0
Chocolat noir dégustation 85% de cacao Tablette de 100g,U,D,Chocolats,585.0,15.0,47.0,29.0,0.03,15.0,11.0,0.0
Tablette de chocolat 100% cacao variétés native Pérou,Ethiquable,D,Chocolats,634.0,0.0,57.0,34.0,0.19,22.0,12.0,0.0
Chocolat noir Fèves de cacao,Ethiquable,D,Chocolats,543.0,16.0,44.0,26.0,0.14,15.0,8.1,0.0
Organic Peruvian 85% Cocoa Dark Chocolate,Moser Roth,D,Chocolats,597.0,13.0,48.0,29.0,0.01,13.0,11.0,0.0
Tablette dégustation chocolat noir 70% - 100g,"Les Créations, Producteur & Commerçant",D,Chocolats,573.0,26.0,40.0,24.0,0.0,13.0,10.0,0.0
Noir extra 99%,Equador,D,Chocolats,598.0,1.1,50.0,31.0,0.01,18.0,15.0,0.0
Noir amandes entieres,Carrefour,D,Chocolats,0.0,34.0,38.0,17.0,0.03,7.0,11.0,25.0
Single Origin - Intense Dark Cacao,Marks & Spencer,D,Chocolats,620.0,0.4,54.0,32.8,0.01,15.6,12.5,0.0
Chocolat Villars Noir 85% 100g,Villars,D,Chocolats,590.0,13.0,50.0,31.0,0.02,14.0,7.9,0.0
Black chocolate 72% with almonds,Hacendado,D,Chocolats,578.0,21.0,44.0,20.0,0.02,13.0,14.0,25.0
Absolute Black Orange & Cocoa Nibs,Montezuma’s,D,Chocolats,604.0,3.0,53.0,33.0,0.0,17.0,13.0,0.0
Lulu L'Ourson Chocolat,"LU,Mondelez International",D,Biscuits,392.0,31.0,15.0,2.9,0.58,1.8,5.1,11.52
Corn Flakes Cereal,Kellogg's,D,Céréales,378.0,8.0,0.9,0.2,1.1,3.0,7.0,0.0
Belvita original  - Biscuits petit déjeuner miel & pépites de chocolat,"Belvita, Lu, Mondelez",D,Biscuits,444.0,28.0,15.0,2.5,0.69,5.7,7.3,10.075
Special K Chocolat noir,Kellogg's,D,Céréales,424.0,17.0,6.1,3.2,0.64,6.0,8.2,0.0
Le cookie Chocolat Noisette,Bjorg,D,Biscuits,496.0,29.0,26.0,5.3,0.36,6.3,7.4,19.05
Vollmilchschokolade Erdnüsse,Choco Moment,D,Légumineuses,568.0,30.8,39.2,12.7,0.07,0.0,15.9,49.0
Digestive Avena,Hacendado,D,Biscuits,477.0,18.0,21.0,2.3,1.1,6.8,7.5,0.0
"BN - Casse Croute Biscuits, 375g",BN,D,Biscuits,381.0,25.6,5.0,1.88,0.00156,2.5,7.5,0.0
Nesquik,Nestlé,D,Chocolats,70.0,9.5,1.8,1.1,0.00014,0.4,3.6,0.0
PUR JUS POMME BIO -TROUBLE-,SOLEVITA,D,Jus de Fruits,47.0,10.5,0.1,0.01,0.01,0.2,0.1,75.0
Marrakech Ananas 1l,Marrakech,D,Jus de Fruits,45.0,11.0,0.1,0.0,0.4,0.2,0.4,100.0
valencia fruit rouge,Valencia,D,Jus de Fruits,50.0,8.0,0.0,0.0,0.0,0.0,0.1,16.0
"Alesto Cashew Erdnuss Mix, Hot Chili",Alesto,D,Légumineuses,612.0,5.9000000953674,49.900001525879,8.3999996185303,1.6000000238419,3.1,21.0,90.2
Corn Flakes,Kellogg's,D,Céréales,378.0,8.0,0.9,0.2,1.1,3.0,7.0,0.0
Chip Choco Zero Sin Azúcares,Gullón,D,Biscuits,458.0,0.5,24.0,6.0,0.57,4.0,5.9,0.0
Tropicana réveil fruité 1 L,Tropicana,D,Jus de Fruits,51.0,11.0,0.0,0.0,0.0,1.1,0.6,100.0
Country Crisp - Chocolat noir 70% cacao,Jordans,D,Céréales,453.0,20.8,16.7,4.6,0.03,6.0,9.2,0.0
Pur jus de pomme 1l,"U, U Bio",D,Jus de Fruits,46.0,9.8,0.5,0.1,0.01,0.5,0.5,75.0
Multifruit,Minute Maid,D,Jus de Fruits,37.0,8.0,0.0,0.0,0.0,0.0,0.3,37.5
Zumo de Manzana,Hacendado,D,Jus de Fruits,44.0,10.5,0.1,0.0,0.0,0.0,0.1,75.0
Corn Flakes,"Crownfield, Lidl",D,Céréales,386.0,3.0,1.2,0.6,1.95,1.9,8.0,0.0
Petites Madeleines pépites chocolat,St Michel,D,Biscuits,425.0,29.0,21.0,2.9,0.69,1.6,5.1,18.4833333333333
Corn Flakes,Kellogg's,D,Céréales,378.0,8.0,0.9,0.2,1.1,3.0,7.0,0.0
Sweet Pickle,Bramwells,D,Légumes,112.0,22.0,0.5,0.1,1.6,0.0,0.7,54.683935546875
kelloggs corn flakes,Kelloggs,D,Céréales,378.0,8.0,0.9,0.2,1.1,3.0,7.0,0.0
Dark Chocolate Chip Oat Biscuits,Nairn's,D,Biscuits,454.0,19.0,16.9,7.7,0.775,6.7,8.1,0.0
Biscuits Germe de Blé et Pépites de Chocolat,"Lidl,Sondey",D,Biscuits,467.0,21.0,18.0,2.8,0.69,4.2,9.1,15.25
"Bâtonnets de céréales fourrés (47,5 %) au chocolat - Cracotte Chocolat","LU,Mondelez",D,Biscuits,456.0,30.0,16.2,5.11,0.27,4.8,7.51,7.5
OLIVES VERTES DÉNOYAUTÉES bocal 160g,Bouton d'or,D,Légumes,150.0,0.0,13.7,2.4,3.14,3.0,1.1,86.7145034818494
Baiocchi nocciola 260g,Barilla,D,Biscuits,510.0,23.0,26.0,5.0,0.6,4.0,8.0,7.1
Belvita Brut & 5 céréales complètes,Lu,D,Biscuits,438.0,22.0,14.0,1.4,1.4,6.1,7.8,7.625
Zumo de Manzana,Hacendado,D,Jus de Fruits,44.0,10.5,0.1,0.0,0.0,0.0,0.1,75.0
Capri-Sonne Multivitamin,Capri Sun GmbH,D,Jus de Fruits,30.0,7.1,0.1,0.1,0.01,0.0,0.01,10.0
Tropicana Bio Jus de fruit pressé pomme 75 cl,"Tropicana, Tropicana Bio",D,Jus de Fruits,48.0,10.4,0.0,0.0,0.0,0.8,0.1,75.0
orange with bits,innocent,D,Jus de Fruits,39.0,7.7,0.0,0.0,0.0,0.0,0.8,0.0
"Apple, Mango, Spinach & Avocado Smoothie",Chef Select,D,Jus de Fruits,59.0,10.2,1.3,0.1,0.01,0.6,0.5,100.0
Multivitamin,Hohes C,D,Jus de Fruits,48.0,10.0,0.0,0.0,0.0,0.0,0.0,76.6666666666667
Pure Apple Juice,Tesco,D,Jus de Fruits,46.0,11.1,0.0,0.0,0.0,0.0,0.1,100.0
Juver Disfruta Pera Pina,Juver,D,Jus de Fruits,25.0,4.3000001907349,0.10000000149012,0.0,0.0099999997764826,0.0,0.20000000298023,44.0
Nectar Multivitamines - Light,"Lidl, Linessa, Solevita",D,Jus de Fruits,22.0,4.4,0.5,0.1,0.01,0.5,0.5,48.2084001813616
Pur jus de Grenade,Bjorg,D,Jus de Fruits,61.0,13.1,0.5,0.1,0.01,0.0,0.5,100.0
"Erdnussbutter, creamy",Freshona,D,Légumineuses,634.0,10.0,50.0,7.6,1.08,6.0,25.0,92.4166666666667
Fourrés Chocolat Noir,Bjorg,D,Biscuits,476.0,27.0,19.0,6.3,0.49,5.2,7.6,0.0
Belvita Petit Déjeuner Chocolat,"LU,Mondelez",D,Biscuits,439.0,27.0,14.0,3.6,0.62,6.8,7.9,7.5
Klíčky,Vitasia,D,Légumes,43.0,1.0,0.5,0.3,0.74,1.4,3.1,0.0
Petit beurre,Bé,D,Biscuits,427.0,15.3,17.5,8.5,0.23,1.2,6.6,0.0
Henry's Sable Coco Biscuit 85G,Henrys,D,Biscuits,376.5,20.0,10.5,5.45,0.75,2.3,6.5,10.0
Biscuit lait chocolat,"Gerblé,Gerblé Vitalité,Nutrition & Santé",D,Biscuits,457.0,21.0,17.0,2.8,0.74,5.0,8.5,13.7
Cornichons,Freshona,D,Légumes,32.0,4.5,0.3,0.1,3.0,0.0,1.2,75.4411764705882
petit déjeuner miel et pépites de chocolat,belvita,D,Biscuits,409.0,26.0,15.0,2.8,1.4,7.6,5.7,2.5125
Gold Machine Super Smoothie,Naked,D,Jus de Fruits,46.0,9.3,0.0,0.0,0.443,0.0,0.45,97.0
Sweet Pickle,Bramwells,D,Légumineuses,112.0,22.0,0.5,0.1,1.6,0.0,0.7,54.683935546875
Cacahuetes Chocolate Negro,"Casa Pons,Hacendado",D,Légumineuses,544.0,38.6,34.3,15.1,0.0,7.4,14.1,38.0
Apple Juice,"Tesco, The Grower’s Harvest",D,Jus de Fruits,47.0,11.1,0.1,0.1,0.01,0.1,0.1,100.0
Goûter pépites de chocolat,Gerblé,D,Biscuits,452.0,21.2,16.8,3.37,0.27,5.77,9.62,7.85294117647059
Belvita Original Petit-Déjeuner miel et pépites de chocolat,LU,D,Biscuits,444.0,28.0,15.0,2.5,0.69,5.7,7.3,10.075
Wasabi peanuts,Snacks of The World,D,Légumineuses,442.0,20.6,14.7,3.4,1.3,0.0,9.1,32.3166666666667
"Low Sugar Granola, Wholegrain Oats, Almonds & Seeds",Eat Natural,D,Céréales,495.0,4.4,31.4,9.2,0.05,12.8,13.7,55.25
Digestive Avena Naranja,Gullón,D,Biscuits,475.0,18.0,21.0,2.6,0.965,6.8,8.1,0.8
Kimchi,Tanoshi,D,Légumes,30.0,4.5,0.5,0.1,2.3,2.4,0.9,51.505
SPECIAL K The Original,Kellogg's,D,Céréales,392.0,15.0,1.3,0.3,2.1,6.0,8.0,0.0
María 100% Integral,"Hacendado, Siro",D,Biscuits,410.0,20.0,10.0,1.0,1.4,11.0,8.7,0.0
Digestive Muesli,Gullón,D,Biscuits,462.0,21.0,18.0,2.0,0.7,7.0,7.5,7.06944444444444
Crunchy Muesli Multi Fruit,CROWNFIELD,D,Céréales,426.0,24.1,13.9,7.0,0.245,7.6,7.9,27.0
María dorada 0%,Hacendado,D,Biscuits,445.0,0.7,18.0,8.3,0.95,3.9,6.9,0.0
KitKat Cereal,Nestlé,D,Céréales,420.0,24.7,10.9,4.0,0.37,6.4,7.8,0.0
,"Golden grahams,Nestlé",D,Céréales,378.0,24.5,3.3,0.4,0.97,6.5,6.9,0.0
Jus de pommes pressées,Andros,D,Jus de Fruits,46.0,11.0,0.1,0.0,0.03,0.0,0.2,75.0
défense kiwi banane & orange,joker,D,Jus de Fruits,56.0,11.0,0.0,0.0,0.0,0.0,0.6,81.0
Tropicana Pommes pressées Pink Lady 1 L,Tropicana,D,Jus de Fruits,47.0,11.0,0.0,0.0,0.0,0.6,0.1,75.0
Biscuits nappés de chocolat noir,Bjorg,D,Biscuits,471.0,21.0,21.0,7.3,0.25,7.1,9.7,0.0
Nougat Bits,"Crownfield, Lidl, Nordgetreide",D,Céréales,443.0,26.6,16.3,3.5,0.38,4.9,6.1,17.0
Fourré Cacao sans sucres,Gerblé,D,Biscuits,456.0,0.5,22.0,4.8,0.64,3.0,6.7,0.0
Crunchy Nut,Kellogg's,D,Céréales,397.0,36.7,4.67,0.667,0.767,2.67,6.0,6.0
Petit Déjeuner Chocolat,"Belvita,LU,Mondelez",D,Biscuits,439.0,27.0,14.0,3.6,0.62,6.8,7.9,21.6
Smacks,"Kellogg's, Smacks",D,Céréales,377.0,34.0,1.6,0.3,0.02,5.0,7.1,0.0
apple juice,Innocent,D,Jus de Fruits,45.0,9.5,0.0,0.0,0.0,0.5,0.2,75.0
,Crownfield,D,Céréales,377.0,24.8,9.7,5.1,0.07,8.2,7.9,43.35
Harrys brioche tranchee pepites de chocolat sans additif 485g,Harry's,D,Biscuits,357.0,17.0,13.0,2.7,0.65,5.2,7.5,8.50048828125
Lion cereal with caramel and chocolate,Nestlé,D,Céréales,405.0,24.5,7.4,1.1,0.48,7.0,8.1,7.95636859152182e-06
Zumo Juver Disfruta Piña Brik 1L,Juver,D,Jus de Fruits,25.0,4.5,0.1,0.0,0.1,0.01,0.2,50.0
Kelloggs Fruit & Fibre 700g,Kellogg's,D,Céréales,408.0,23.0,4.7,3.0,1.08,8.8,9.0,26.0
Corn Flakes,Kellogg's,D,Céréales,378.0,8.0,0.9,0.2,1.1,3.0,7.0,0.0
Pressed Apple Juice Not From Concentrate,Tesco,D,Jus de Fruits,48.7,11.2,0.0,0.0,0.065,0.533,0.333,75.0
Organic Sesame Biscuits,"Biscuiterie De L'Abbaye, Lidl, Sondey",D,Biscuits,481.0,20.0,21.0,2.3,0.5,4.7,9.6,0.0
Chamonix,LU-Mondelez,D,Biscuits,340.0,42.3,1.54,0.769,0.0192,1.54,4.15,6.87499999999999
Baiocchi nocciola snack mb,"Barilla, Mulino Bianco",D,Biscuits,510.0,23.0,26.0,5.0,0.6,4.0,8.0,7.1
Ketchup,Jardin bio,D,Légumes,102.0,21.0,0.5,0.1,2.3,2.1,1.2,73.0
Tropicana Raisin 1 L,Tropicana,D,Jus de Fruits,63.0,15.0,0.0,0.0,0.0,0.2,0.1,100.0
Biscuit chocolat saveur amande,Gerblé,D,Biscuits,464.0,17.0,18.0,3.1,0.7,5.1,10.0,20.6
Corn Flakes,Kellogg's,D,Céréales,378.0,8.0,0.9,0.2,1.1,3.0,7.0,0.0
Naranja simon,Don Simón,D,Jus de Fruits,20.0,4.8000001907349,0.10000000149012,0.0,0.029999999329448,0.0,0.0,1.09375
Granola Sante Czekoladowa,nutrition-sante,D,Céréales,456.0,22.0,16.0,3.5,0.6,6.7,8.6,0.0
Tresor - Choco Nut,Kellogg's,D,Céréales,453.0,26.0,15.0,3.8,0.94,3.7,6.6,1.99166666666667
Excelo nougat,Excelo,D,Biscuits,443.0,40.3,16.0,7.8,0.17,50.0,6.0,0.0
Fine milled oatcakes,Nairn's,D,Biscuits,0.0,0.9,19.9,8.6,1.67,9.6,10.9,0.0
Stem ginger oat biscuits,Nairn's,D,Biscuits,438.0,17.2,14.4,5.9,0.91,5.9,8.1,0.0
Pago ananas,Pago,D,Jus de Fruits,46.0,11.0,0.5,0.1,0.0,0.0,0.5,63.8333333333333
100% Sparkling Apple Juice,Appletiser (Coca-Cola),D,Jus de Fruits,47.0,10.5,0.0,0.0,0.06,0.0,0.0,75.0
Olijven / Olives,Baresa,D,Légumes,172.0,0.0,18.0,3.3,1.9675,3.0,1.0,0.0
Quaker Cruesli Chocolat au lait,Quaker,D,Céréales,457.0,20.0,19.0,4.8,0.51,8.7,7.7,1.87727272727273
Shortbread Fingers,Paterson’s,D,Biscuits,500.0,18.0,24.0,2.67,0.667,2.0,6.67,20.8333333333333
Jus d'ananas pressés,Andros,D,Jus de Fruits,47.0,11.0,0.1,0.0,0.02,0.3,0.4,75.0
NESTLE LION céréales 400g​,"Nestlé, Lion",D,Céréales,405.0,24.5,7.4,1.1,0.48,7.0,8.1,0.0
The Original Cracker,Ritz Bakery,D,Biscuits,490.0,8.3,23.0,2.6,1.3,2.8,7.2,0.0
Jus à base de jus et purées concentrés.,Joker,D,Jus de Fruits,46.0,9.9,0.0,0.0,0.0,0.0,0.0,46.0637019230769
La Paille d'Or aux framboises,"Lu, Mondelez International",D,Biscuits,363.0,51.0,1.2,0.2,0.12,2.4,4.5,18.451171875
"Tropicana Réveil fruité format familial 1,5 L",Tropicana,D,Jus de Fruits,51.0,11.0,0.0,0.0,0.0,1.1,0.6,100.0
Country Crisp with Sun-Ripe Strawberries imp,Jordans,D,Céréales,447.0,20.8,14.9,4.7,0.03,6.4,8.1,4.08035714285714
Jutos Orange,jaouda,D,Jus de Fruits,43.0,8.0,0.0,0.0,0.0025,0.1,0.0,21.0
La Paille d'Or aux framboises,"Lu, Mondelez International",D,Biscuits,363.0,51.0,1.2,0.2,0.12,2.4,4.5,18.451171875
Oreo O's,OREO,D,Céréales,382.0,27.0,2.1,0.8,0.56,3.9,7.9,0.55
,Florbú,D,Biscuits,433.0,2.5,19.0,5.1,0.6875,5.0,6.7,0.0
Hot mix spicy,Snacks of The World,D,Légumineuses,544.0,5.9,38.5,6.3,1.46,0.0,19.6,75.6048622131348
Dark Chocolate,Waitrose & Partners,D,Chocolats,590.0,24.0,46.0,28.0,0.0,12.0,9.0,0.0
Parmigiano Reggiano,"Casa azzurra,Granarolo",D,Fromages,402.0,0.0,30.0,20.0,1.6,0.0,32.0,0.0
Gervais fromage à la créme,Gervais,D,Fromages,255.0,0.0,23.0,15.6,0.6,0.0,6.0,0.0
Original Pack Familiar,Philadelphia,D,Fromages,280.0,2.7,27.5,19.5,1.05,0.1,4.5,11.975
Grana padano rape 12 mois aop lc 100g,"Itinéraire des Saveurs, Les Mousquetaires",D,Fromages,398.0,0.0,29.0,18.0,1.5,0.0,33.0,0.0
Mild & Creamy Mozzarella Grated,Tesco,D,Fromages,296.0,1.0,21.5,13.6,1.42,0.0,22.7,0.0
Fromage de Chèvre fouetté nature,Soignon,D,Fromages,248.0,1.3,24.0,17.0,0.9,0.0,6.8,0.0
,DANONE,D,Fromages,234.0,5.5,20.0,10.0,1.0,0.0,8.0,0.0
Cheesestrings,Strings and Things,D,Fromages,305.0,1.0,22.5,14.0,1.77,0.0,23.0,0.0
Leerdammer original 16 tranches 400g,Leerdammer,D,Fromages,352.0,0.1,27.5,18.5,1.5,0.0,26.0,0.0
La vache qui rit,La vache qui rit,D,Fromages,232.0,6.5,18.0,12.0,1.7,0.0,11.0,0.0
Camembert lepetit 250g 21%,Lepetit,D,Fromages,265.0,0.5,21.0,14.0,1.3,0.0,19.0,0.0
Babybel,Babybel,D,Fromages,295.0,0.05,23.0,15.5,1.68,0.0,22.0,0.0
Carré Frais - Nature,Elle&Vire,D,Fromages,193.0,2.5,15.0,11.0,1.2,0.0,12.0,0.0
le Brie président,Président,D,Fromages,347.0,0.5,31.0,22.0,1.2,0.0,17.0,0.0
Pizza,Crosta&Mollica,D,Pizzas,250.0,1.6,8.2,2.8,1.3,1.9,9.2,16.675
Philadelphia,Mondelez International,D,Fromages,226.0,4.3,21.0,14.0,0.75,0.2,5.4,0.0
,"Fromagerie Milleret, L'Ortolan",D,Fromages,328.0,0.5,28.0,20.0,1.3,0.0,18.0,0.0
Buko - Der Sahnige,"Arla,Buko",D,Fromages,252.0,3.0,25.0,16.0,0.8,0.0,4.5,0.0
Greek Feta,Tesco,D,Fromages,279.0,0.0,23.0,17.1,1.9,0.0,16.9,0.0
Saint Moret bio,"ST MÔRET, Savencia",D,Fromages,238.0,3.7,22.0,16.0,1.0,0.0,6.2,0.0
primfrais,"Marque Repère, Les Croisés",D,Fromages,255.0,3.0,25.0,16.0,1.0,0.0,4.5,0.0
Jebli,"Centrale, Danone, Jebli",D,Fromages,225.0,0.0,19.0,13.0,0.76,0.0,6.5,0.0
"La vache qui rit 17,5%MG 16P 256G",La vache qui rit,D,Fromages,232.0,6.5,18.0,12.0,1.7,0.0,11.0,0.0
Leerdammer L'Original 16 tranches,Leerdammer®,D,Fromages,352.0,0.0,27.5,18.5,1.5,0.0,26.0,0.0
Mascarpone,Galbani,D,Fromages,403.0,3.0,41.0,28.0,0.08,0.0,4.5,0.0
Kiri carré 8p,Kiri,D,Fromages,230.0,2.0,20.0,13.0,1.6,0.0,9.0,0.0
Coulommiers Doux et Crémeux,"CF&R,Cœur de Lion,Savencia",D,Fromages,283.0,0.1,23.0,16.0,1.5,0.0,18.0,0.0
La bûche légère -30% M.G,Soignon,D,Fromages,205.0,1.2,12.0,8.5,1.67,0.0,23.0,0.0
Saint Albray gourmand & crémeux,"Saint Albray, Savencia",D,Fromages,365.0,0.5,33.0,24.0,1.2,0.0,17.0,0.0
FETA AOP GRECQUE,"Fromarsac,Islos,Savencia",D,Fromages,271.0,0.0,23.0,13.8,2.3,0.0,16.0,0.0
Fromage tartinable Nature,"Le Fromage Fouetté Madame Loïk, Paysan Breton",D,Fromages,252.0,3.0,24.0,17.3,1.1,0.0,5.9,0.0
St Môret,St Môret,D,Fromages,205.0,3.0,17.8,13.2,1.2,0.0,8.3,0.0
Fromage,Inconnu,D,Fromages,230.0,6.0,18.0,12.0,1.7,0.0,10.5,0.0
Fromage tranches pour sandwich,Kaiser,D,Fromages,266.0,9.0,22.0,22.0,1.0,0.0,8.0,0.0
Stonebaked Margherita Hand Stretched Pizza,Sainsbury's,D,Pizzas,256.0,4.23,7.4,3.4,0.817,2.49,13.4,18.64453125
Queso untar light formato familiar,PHILADELPHIA,D,Fromages,154.0,4.0,12.0,8.1,1.1,0.3,5.9,11.95
Cheese leerdammer original,Leerdammer,D,Fromages,352.0,0.1,28.0,19.0,1.5,0.0,26.0,0.0
Boursin Ail & Fines Herbes,"Bel,Boursin,Boursin atartiner/core cheese,Fromagerie BEL",D,Fromages,385.0,2.2,37.0,25.0,1.3,0.0,8.5,3.8
